heart_rate,spo2,ecg,bp_systolic,bp_diastolic
64,95.95212834126875,-0.431791701545134,109,60
88,91.50472271005998,-0.6478214241122922,94,71
63,99.68076381450733,0.48666582713131334,96,84
69,94.4671452725852,-0.495860226299657,107,68
115,95.01517960350166,-0.09166505966447236,100,64
76,92.46658615805407,-0.22828110632778187,121,74
69,94.70960252434733,0.9641547572712617,139,77
76,96.61913632637011,-0.21781551170355895,116,68
119,97.51177136954043,-0.8400350344064904,115,72
79,97.53868082709913,-0.820348494855832,126,87
83,95.77891112694088,0.18150744270612962,134,72
64,99.04359774993857,0.19872710347653122,117,83
93,98.17407847306109,-0.16248201903469006,139,72
65,97.57048114698625,-0.13631261537594064,91,86
112,90.55605521680461,-0.8921348343182576,109,69
61,90.06877962219649,0.033093020778524496,93,69
72,92.12447277195473,0.009478950760703375,102,81
102,96.63523593913452,-0.7009013628861109,113,66
102,94.11197488882546,-0.7923212277781448,137,87
107,94.02406259299312,-0.752855018801019,127,81
70,98.84586888229614,-0.797943507017483,129,64
110,98.95562848131839,0.21941639107351962,137,79
106,99.09175264053586,-0.6070346951941628,134,66
116,93.13878076515027,-0.4971396956250731,118,79
82,96.91055812739262,-0.6528557116971205,125,69
114,92.7163318127437,0.9156706088970061,91,69
75,91.9060983307445,0.7092349263036708,130,85
90,91.8463245734737,-0.5390103252969582,107,84
70,93.42107620863594,-0.344867412155748,138,80
113,94.29957619779822,-0.5802143153900057,97,83
75,98.30949171055069,-0.016248081078352516,104,87
67,91.19891093472712,-0.9607789350514928,130,72
63,97.34925847394894,0.3427360177935914,106,74
99,95.31454914189305,0.046316299635283276,112,87
63,92.87945342675992,0.7972778566022065,91,87
115,94.92819584532825,-0.6712146313431717,95,65
84,92.99942069777023,0.6082184921222633,118,79
62,95.96081955238306,0.5839220289334315,116,71
91,94.33843922855245,-0.7456376215662261,126,78
62,91.64405529078878,-0.20288155171174482,138,70
86,91.16583074555697,-0.6596947177109662,123,65
88,95.46695682072131,-0.4905589990849022,107,60
91,99.02413033286103,-0.4735076503389113,131,61
109,93.43957686557685,0.11247278805154548,99,82
117,97.33000107222624,-0.177178136479069,127,74
110,96.58661354939767,0.8954656080126107,133,63
78,99.31554914309481,-0.7472597161059897,106,64
80,98.20981017299141,0.9473842697003976,102,74
64,95.66605258905463,-0.5387227195714721,137,70
77,96.57030498234107,0.5457478727637062,131,69
87,98.98386466584034,-0.3220601476543572,116,76
101,93.99518784586935,-0.7138372091653722,91,61
81,93.26794705857778,0.7157783704924798,123,79
80,90.10811083635197,-0.3822782015270736,120,83
65,98.26551074191464,0.3177108084536844,112,69
60,98.00980700403365,0.13288737017325314,96,79
64,91.04454518100151,-0.056487381218251365,127,89
100,95.768573811327,-0.00836105470292181,122,62
71,94.63981698166887,0.4644758281845751,101,78
85,91.18709095509111,-0.8244541717531189,134,87
105,99.80568227060724,0.3363613239158103,101,64
93,92.14695887463355,0.7916242027971574,108,62
108,90.67234180090561,-0.8844236059602717,98,67
73,95.9484737950191,-0.7186933215326665,99,64
85,97.38866677133032,0.4332638734040628,106,87
104,90.32443446047186,-0.12543670351076486,139,89
86,96.58717638727022,-0.19290275837262327,129,71
68,95.32291875951455,-0.7260667309115283,128,73
85,91.03265008875049,0.013540081435576168,130,66
116,91.72523876946362,-0.7469093776072455,99,70
106,95.6797429731608,-0.046759087378919206,101,67
116,92.96357613513288,0.5272305979233134,104,64
81,99.38315728651315,-0.483471284225673,120,67
106,98.18740229484051,-0.038427663640545395,104,71
115,99.83567206513663,0.9840319387936713,117,74
89,92.59670838950414,0.3733008467080745,93,78
102,99.69723632797977,0.6827135426103972,125,75
107,94.31233869791558,-0.1703047868789085,90,73
76,93.47518795313755,0.5357218462517106,133,87
85,90.50349526969353,-0.9189816541173563,123,66
95,90.52765257859603,-0.75417763491551,136,67
60,96.92011255946655,-0.5938588141598757,106,66
67,94.57928994434027,-0.19609615076956088,128,89
108,92.26521626036106,0.6914897566515263,127,77
94,96.13970306325233,-0.307467898424139,133,83
111,92.52858118250111,0.30924238703092577,122,65
74,95.77631754344422,0.4186285896069668,110,85
106,93.59208746982691,0.1723647081766828,115,78
115,98.2355222661182,-0.2855160636597276,135,63
81,98.2069616076678,0.15410668342708855,125,82
73,94.77350398122401,-0.31546881442050756,94,62
85,93.50819109335015,-0.8322525228959758,122,76
87,93.62559796559094,0.9856079563720288,90,81
82,98.05714525668218,-0.7456350927349782,95,78
73,93.28179482797611,-0.8553032323278853,126,86
83,92.09059373706846,0.7570614984143118,91,74
61,90.84688341875307,-0.39633067821420975,94,85
104,94.66693120884409,0.30059394814701523,115,65
85,94.82132098919843,-0.3419885406755343,130,85
73,98.40908710402907,-0.2170914584110577,136,71
118,92.21238696446063,-0.475774055966407,102,78
115,93.809912736684,-0.3139119884139796,101,65
110,98.08405738893691,-0.17859919882691377,94,70
66,98.23623610748973,0.4408321381846858,91,79
62,93.84611075978768,0.023072388469583593,93,88
106,94.59124023286681,0.8871304343139539,116,79
82,93.03285890849283,-0.916239212322449,139,69
105,99.32554878419312,0.0061366452640563285,99,85
102,91.18643765741581,0.16844957766343627,102,75
106,99.3374942300147,0.8403939721485478,133,86
119,96.83866451835343,-0.9016829527571448,91,77
104,95.3157215268673,0.14699916987043204,115,73
77,90.32659060784496,0.7072598570559141,104,63
117,94.75596191822008,-0.5161445437615269,135,86
97,94.07748105002733,0.7525846970478749,99,71
94,91.61218811975122,-0.9619131814514164,111,79
110,96.56409603500657,0.46490925826745944,129,86
74,99.71150907368286,0.8662264423373061,114,82
84,95.62188811064524,0.31439532328012443,104,80
114,97.14753276443946,-0.12194151203910408,102,67
96,90.68450452566017,-0.910237967054564,97,66
87,94.17666995816995,0.8402276266452575,110,85
69,91.16358485164496,-0.05940755461685043,110,68
98,96.12795835536511,-0.942006511328104,111,83
116,99.38482158214154,0.37964214265752383,135,84
76,96.61777732471639,-0.036325492847483654,122,76
98,90.76803048314422,-0.7513093651151785,134,69
81,93.54666204985082,-0.5714563813794808,116,88
85,95.50663379440851,-0.8710186390883075,129,87
103,94.03207756133253,0.1485870794171471,139,62
84,98.33644010475172,0.2440589585040185,111,80
76,98.14671004709989,0.01148459671088875,119,84
72,96.11831020103222,0.6342042660052298,98,67
79,93.73457945132705,0.7220176426160272,134,73
84,92.55336373763244,0.23124879336625326,124,85
63,91.0587431821313,-0.9744870405851389,107,66
69,93.54897683486554,0.3904593114954713,131,75
62,94.1317251720772,-0.16400156615929684,94,77
100,96.75822925104073,0.13111496645277398,116,70
104,96.58159824297573,0.2981612040377688,95,65
77,90.70108139641258,-0.2995267713458465,121,79
106,93.95259315431157,0.8341970103435885,97,80
95,91.81778867217362,-0.7320502665004376,128,73
106,91.56812705316806,0.34302361456207486,110,80
81,98.27302149737245,-0.9912808400868391,107,72
93,90.41915216716258,0.8493022108103616,103,63
106,94.1918287590212,-0.774991733523817,104,79
67,91.68203655766519,-0.8102315397048507,131,79
99,98.79330215678473,-0.33398473389551153,115,70
108,95.57040513275035,-0.2528674279218388,133,77
103,92.31380636376848,-0.5713998553542428,121,60
78,95.02427287166377,0.1702433218542494,128,71
101,97.31486359703116,-0.11417180391607284,117,77
100,99.58118008919433,-0.9316488219178252,128,66
96,92.20446004245419,-0.36069587548939874,132,71
65,98.86181772129345,0.620865827146341,121,60
111,99.3430411416749,0.37940306972373716,102,81
85,99.16420544532066,0.4497417071597609,104,63
93,96.3541435686191,0.3962338481670471,107,77
118,96.29820654434708,-0.3780539572339334,128,74
115,94.03210633183822,-0.8006721558464482,95,62
118,97.52397882303788,-0.455065631933808,100,66
104,95.31294018350931,0.6635706003703186,121,65
65,96.77438071228295,0.9609415955661422,129,74
96,94.28457903848795,-0.012305970516877318,109,74
116,97.31496464043138,-0.9805992901539156,122,65
92,98.24471517604549,-0.7199103757315419,129,67
112,91.46436256602816,-0.35583884936746846,97,67
81,98.32929715574228,0.1571706971858995,124,81
80,95.40296531790307,-0.8498127083893721,94,60
65,98.44665909090224,0.8867145974197632,124,85
65,94.31301706341014,-0.26983265343119855,136,72
114,93.79040485383035,0.825168435849646,103,82
107,99.15060732517222,0.5610436055140435,110,83
63,92.51169267548401,0.5108745450311623,136,80
89,98.44212325286144,0.21343915956446402,113,72
70,94.84020572509404,0.2535676341036892,106,70
89,95.1409544255126,0.27600647043249626,107,63
90,93.08468281489485,0.2574427740511642,123,66
83,95.73042200619015,0.1074564627967225,101,87
114,93.25211196276211,0.9728280369657778,105,71
68,90.39269414241652,0.4645811348513922,93,86
114,92.71998605344356,0.5538927767850423,114,72
62,90.06379043406591,0.7449256301673484,123,81
110,99.78354787056857,-0.5687204745483017,117,71
90,99.65747209819747,-0.8323916818098784,135,75
99,93.95155297472306,-0.034211126802802694,100,65
96,97.28370854339646,0.02816139123854633,102,73
95,93.45806098410425,0.6583635598998354,120,78
83,96.71093157085976,-0.11243284143532861,114,75
90,98.05430043045979,0.14170605108862544,128,86
65,99.46756244692241,0.05414187702691664,99,85
61,94.00212275849672,-0.9235944324852179,113,63
79,97.83297982956047,0.23042979319382795,90,64
87,92.65928450632119,0.6560865715485045,114,68
70,99.90332303793649,-0.6849989038483923,117,83
63,90.25769598764352,0.18866346785319155,125,62
74,96.03528806501122,0.18722108889282874,107,81
65,96.59505981651327,-0.6716300718872825,95,69
113,96.88045557074129,-0.753072852538528,91,76
108,91.2038757878909,0.9601038859529696,92,78
89,99.3852978347313,-0.2125616606939249,135,69
115,91.81183279050083,-0.5451565425529414,97,89
97,96.22753403239841,-0.6573509110912501,120,71
110,92.22676079123084,0.3352034271664701,137,82
116,93.07216417021272,0.21889059465455762,108,66
61,95.46458541728124,0.28710424597483497,139,77
74,94.17193418564577,-0.8239879449770955,95,78
70,91.60225600976506,0.7870691669968739,103,74
67,91.70936402420848,-0.22146720638190343,92,66
85,94.181447881628,-0.37326118713928413,137,71
110,97.57282978275501,-0.0752771055045216,90,81
104,98.97964646847788,-0.2198678685047435,133,88
103,90.84127662259382,0.7271540062782917,119,66
64,93.93103907559401,0.8585219503957842,135,69
65,91.00245563722876,-0.3930935671007876,108,84
85,90.16592480632598,0.7278716149199096,108,83
113,96.61718682643956,0.5630462590661343,98,81
63,96.02449441966587,0.8616153446895236,96,87
78,91.63019113814886,-0.5084993756282243,135,89
79,92.33812833093064,0.15391830024195818,126,79
92,90.23707753644518,-0.45091083051911074,139,89
79,98.34947205694404,0.6481889809687484,130,88
108,99.74690596048552,-0.9893516188578715,96,69
71,91.35459536794691,0.12963832577279222,98,84
106,92.31475213765299,-0.321593137456164,93,82
60,98.68409523946934,-0.3546325858443595,114,64
85,99.26463797956185,0.28981264772983395,138,77
73,94.1962738280681,0.7029688986279878,101,68
97,90.50622472269075,0.21839078278665247,95,89
96,90.3939183369282,0.706345957293445,107,75
70,95.7394986606901,-0.47080577623794007,129,66
95,93.9289510889318,0.03900370952996224,110,84
72,90.28652427577654,-0.09892692186584795,104,86
102,95.83252392312556,-0.9767102009938076,92,84
62,90.11302536589022,0.11362428628148025,91,69
92,97.87371958149274,0.3230486482923498,130,64
65,93.06432822703371,0.18382880883814012,129,66
109,90.40258003009232,0.47255979756684297,93,64
115,95.88352220983154,0.14267905690615423,121,74
69,93.97684414433054,-0.8664994902984862,91,78
64,99.7380041335715,-0.7671089518305771,135,69
82,95.44198662503702,0.19294915508790478,118,67
69,92.75239181037009,-0.45004161605271964,91,83
103,97.09438864633975,-0.8407097419304683,123,68
61,92.71492002542712,-0.14079451310290647,116,70
72,99.04243291407565,0.10864519616731072,128,89
99,93.74721970507376,-0.3425080233007869,133,87
61,95.49868562776206,0.4408674044515559,127,81
79,90.50573103824229,0.2875412162024893,107,61
60,94.2612123795223,-0.3343632778166561,125,62
96,98.32363539660994,0.5097450578171212,108,72
68,98.05648805363342,0.2973900850660709,116,70
76,92.24318558853527,0.27489075743580416,134,87
68,92.26079071010562,0.10685540157413609,109,69
70,98.17305312213237,-0.9772206638228944,110,86
74,99.30398420169325,0.3930143669537782,112,74
83,90.95360921273003,-0.24791641778168705,119,65
97,94.50058639426226,0.8852194203173112,114,60
114,93.37454278964229,0.6359695421544107,120,73
94,98.7068845545744,0.17538893906262443,116,77
89,90.8352491468002,-0.49563603636146114,123,83
90,92.11125942558037,-0.5925652134446668,97,70
108,97.52468337586494,-0.31923032464490175,108,67
64,90.51293848981216,-0.046864112839962946,130,81
119,94.9253538071429,-0.4078689799221058,115,62
103,94.4210703467972,0.029858990784965567,117,73
109,93.34401178988749,-0.6692591489736281,93,61
73,93.94572315318923,0.9554256256509999,120,88
112,95.29940586930233,-0.7841508900700123,105,75
115,91.61367358388384,0.8638882793087441,99,65
70,95.71995878283593,0.8271560228053898,127,60
68,98.05432329299987,0.05072096363899603,137,73
93,97.60160929790159,0.4498205436721687,99,69
71,91.53899904693773,-0.12790340405482437,134,65
94,91.49249469741474,0.2600691550848764,98,68
94,92.68174367744913,-0.3188481251577626,128,66
60,93.61074726341037,-0.3976819604291093,125,84
99,94.08455581408482,0.1564595723390274,125,61
81,96.79697216833345,-0.0037406516320392935,108,70
119,90.56680432165835,0.15907273829996216,108,73
88,90.34672704226067,-0.426678837425954,101,64
67,93.91910562943909,-0.2660843363660095,102,68
70,96.9716369213798,-0.8322040787421814,114,66
100,91.93435342956482,-0.8954472554555886,125,84
96,96.41504481256251,-0.4930857406539675,114,73
73,92.59828137940299,-0.8515062813389085,117,86
119,98.86086108813517,-0.7924505827305186,131,75
89,98.95689944266617,0.6258568107878741,128,81
94,92.97287204281326,-0.9222526059666214,119,75
80,92.29993753963241,0.3178855878694855,94,66
96,94.11303972066231,-0.454884502369199,106,69
64,92.40531585180149,0.7430913614162529,107,80
78,96.72383843291703,-0.030015430845000912,132,65
118,98.26064684548285,-0.38884708134434853,136,76
73,96.73092130911218,0.03527787137886906,110,60
85,98.2435044724935,-0.23608396190946235,111,61
63,93.96992162207474,0.12860212933966042,128,86
84,91.5631697070886,-0.7709342633473035,139,73
104,97.37950947397592,0.9939810056251022,95,63
101,93.60474505141553,-0.1488882446065649,139,86
84,96.71270825229132,-0.30353872058526266,105,68
77,92.70643941981766,0.42041969663252976,91,82
99,90.81229634806672,-0.27220118700933504,90,65
67,99.92581795487763,0.6665486100575153,119,76
98,91.562015079306,-0.09145855127914948,132,80
99,99.88420993963481,0.4391168265308698,126,70
73,99.77279932566447,-0.7850935671162269,137,87
91,97.93818103908039,0.6922383711102236,112,88
110,96.59422962081997,0.4714359735562197,90,63
97,95.77807050251084,-0.5765664430760686,108,80
92,98.66101545377835,-0.7094279805084267,135,86
82,92.89439521619488,-0.3674153025487512,92,68
74,94.67681212484877,0.9521411720638087,91,87
92,96.19389969366502,-0.48633685086588274,126,75
84,94.1119047586949,-0.08774558210673344,106,62
76,94.27486454090268,-0.9399595485653274,117,63
92,93.30284667502085,-0.20554494086753494,107,83
106,95.64231816684536,0.14264003086620547,122,62
114,98.50574528015116,0.9062492250159302,104,72
61,92.01528378006313,0.03347208988012884,111,78
73,99.34433038753441,0.6382146523553756,130,88
112,96.8908765374823,0.09425528513780113,116,84
99,98.2327321268003,-0.9184299731289638,126,80
99,95.56190692630011,-0.36998344962045193,121,85
110,97.79516701424063,0.15109901566220652,134,60
98,90.16200397339468,0.9011879318622487,108,82
110,98.18380424779535,0.7182607195024666,117,82
65,90.40138859085367,-0.5432887716423047,117,65
65,98.89913376362863,-0.559780339961673,99,81
62,99.91962747238644,-0.5976540657721985,109,62
66,92.94067462176778,0.8449977926050063,114,62
110,92.10318556285793,0.7053323062034413,110,75
67,97.6536336385804,0.5497668645058975,103,69
101,92.53026340920253,-0.21452977155154485,111,86
111,98.65562383172204,0.008761408597533604,115,84
74,91.02842592157477,-0.07133651040969435,133,76
106,91.25955196379358,-0.4932037848812547,100,66
88,99.79151555100616,0.010056092297533903,96,72
92,96.73838898270004,-0.9390069042944911,106,87
111,98.46887224428953,-0.7363792530050817,107,70
89,93.24329377351518,0.7731791923378928,96,69
98,96.76483749520604,0.5033595340628465,109,66
86,95.94241827308598,-0.15426318188182586,127,83
95,96.03150120122947,0.03430072456775446,100,65
88,96.82532459537721,-0.26000222808004514,133,83
97,95.75359173129098,0.4815597343213449,105,60
116,94.29062369302666,0.5683743584641592,116,76
92,92.75922694380547,0.5265703804063182,100,84
96,97.68581330913202,0.44522344966889915,105,71
86,92.26272430003186,-0.5909913226144083,112,63
114,96.92354306154414,-0.32406004151904244,101,62
92,92.33332822649326,-0.06030913003265015,129,65
63,96.25330169954454,-0.3384140171446888,92,85
81,97.4707826712903,0.5098804003166579,91,87
61,92.1871388890654,-0.34129295150009065,127,75
69,90.59943300861308,-0.7235358264293257,137,72
64,91.30973742994173,-0.20191909590339185,113,87
118,96.05996967271025,0.9598288655647607,118,68
69,98.49446406225735,-0.5482371741328482,136,85
92,90.44996821235425,0.22431731788645815,135,70
113,97.34151259041646,-0.1340539003205874,123,79
97,93.41318645950052,-0.8579508647013467,109,84
72,94.78528369919522,-0.024246788003881026,107,80
90,99.28859549845566,0.4043286572966249,103,72
106,93.31971504735846,0.026439951655637506,107,82
95,94.65336933939486,0.7442121274931621,91,78
104,90.13682414760682,-0.4221259666848347,90,62
83,90.81598720004838,-0.8275016573920702,109,71
111,92.58591591134784,0.8731312233160122,123,78
115,90.27852240821075,-0.24360730094356198,130,67
74,96.31375326048251,0.15281110290726674,130,73
88,94.26398356801623,0.5840062522603919,137,81
67,95.48145202728023,-0.35137267224883884,100,68
64,91.74647185896329,0.43232907635522233,116,84
88,92.95932029436617,-0.7291623003643439,112,83
106,96.63824474852726,-0.41741250558898946,127,76
63,99.653027236304,-0.7105787277269602,133,65
71,90.5041677360221,0.6224611168027157,92,63
104,98.90384320855266,-0.5547015295464293,101,63
61,95.76881201311208,0.43480711081042056,119,78
86,95.63919566755624,0.8865967944913051,120,71
90,95.00278535207761,0.055544418137754015,112,84
110,90.69394085904183,0.08005838452137537,90,61
110,90.8987685173616,-0.07793286380437592,130,76
95,96.00912005659086,-0.3482197132127145,109,89
95,93.40958571435559,-0.04868993815016576,95,74
85,99.17268066577681,0.20561506453351885,100,69
102,94.06590537359472,0.9719831443413187,124,62
86,91.43281458702641,0.8755291186364484,93,88
64,97.14718833502036,0.7243059165862435,118,79
79,92.9335342144101,0.7782610714097167,99,63
70,95.25470307355893,-0.0643016334159141,118,81
69,96.9783278550517,0.31488865435492963,127,60
99,99.00264111202071,0.7901334458724283,90,60
97,97.92191194801676,-0.21409847001729387,129,77
65,96.76361067872725,0.9235249566909376,97,63
67,96.79633182395143,-0.168427875861634,127,82
82,99.45924644032087,0.20216533078643129,106,81
106,92.95824097496536,0.41960942654474387,108,74
85,90.01112094196188,0.9011840261518766,122,86
105,92.71954559398199,-0.5107674518954679,104,84
102,92.17891379626744,0.49226195647728455,134,82
71,96.61834585113998,0.041631172288164375,120,87
85,96.33711599765529,-0.46288571875871787,110,80
72,95.93461382704724,0.5532136795927811,92,81
99,90.16243443209454,0.10444456034769312,91,69
77,97.28778054450648,0.3219476412993516,124,84
84,93.23530412485492,-0.35419786284419796,130,76
92,96.6505598900663,-0.037452096344789965,105,86
106,95.56578428502154,0.23470850197613413,134,84
99,93.42730925427907,-0.19017837146031202,139,81
119,91.34576267104107,-0.6032549203045974,110,71
102,90.9441889766048,0.923280984630608,101,79
71,98.31518333112223,0.022935080085234816,117,71
103,99.18397542081559,0.46784074057540104,101,75
95,96.497880467643,-0.17790561288788376,122,64
107,91.03434114860484,-0.28973647194856733,109,88
63,94.0202721688824,-0.18567140306575003,129,75
64,97.28939200105157,-0.1816067124287004,138,76
115,97.79820884010068,0.08836023188390718,110,82
96,91.18218622291089,0.0869397399627263,128,88
67,90.00030718845382,-0.005692368234256673,130,74
101,97.12137045880606,-0.7304284301651238,138,72
108,93.56596175986206,-0.007849042998937739,131,67
87,92.5448133161826,-0.661792199158697,125,86
90,90.12897469789526,-0.7477284274084697,111,80
117,95.402994067615,0.8652914346823355,115,61
68,98.51150735425982,0.2099000262954085,96,67
113,99.57631646272588,0.31898011624916855,96,69
110,95.65744950613289,-0.19641265933327245,97,66
88,95.14461327739895,0.8179617838297284,115,69
73,90.85056385489241,0.27586097915933094,113,84
99,95.48872801542599,0.5383397390471749,113,63
100,93.79979078965394,-0.26287506194457233,129,70
81,96.07135280883577,0.920023761638251,137,68
70,93.88726347876546,0.6409225803166301,101,63
82,92.40299123450367,0.7078969260290873,136,62
60,90.94965275228377,-0.6556114651484914,97,70
105,93.14918444588896,-0.45807358425756095,98,62
96,90.96644834287753,-0.42874680063284587,92,85
80,91.76896950823983,-0.45818155350625767,110,77
85,99.87336158579546,0.7108163242085759,120,85
105,94.44103556906619,-0.9362304095828158,137,78
95,95.31871766505017,-0.8478000220384514,136,73
113,98.73618528737215,-0.45217025874019257,113,83
82,99.95568900490687,-0.6002540507011127,93,70
116,95.82714449344681,-0.5362807722343033,109,83
60,98.12473821044172,0.5958863785066,105,61
113,93.26941024336675,0.12625318778409378,99,86
114,93.05743957447291,-0.988458677414064,132,61
110,94.0270372099456,-0.1413544685916095,115,61
99,96.72507262673649,-0.18423014629928214,118,69
74,96.82191689255099,-0.7721094611109129,94,82
80,93.1523943464945,0.35228357720291426,100,74
106,91.3320992413663,0.4041943767589822,118,81
68,96.32396256465509,0.4417864381041954,134,71
112,91.28325862188764,0.4569418911171841,104,70
68,95.7849250822933,-0.9998943461354064,95,76
69,96.9342212805631,0.9078416076934444,137,77
111,97.00611496394451,0.6284175341093261,104,73
116,97.53472110659597,0.8079633931785706,132,76
112,98.72859421565664,-0.9687134093851317,109,74
85,94.99958991964789,0.8677175915714788,123,71
100,97.30249189529572,0.6195770573762094,91,86
94,96.19172735365837,0.6744382859173972,133,75
111,91.86639939797682,-0.813425230556063,105,82
84,90.25689644869408,0.47755605783719535,108,65
85,92.84541385676934,0.919833379284182,123,61
70,94.4303370633762,0.3570946828363213,138,61
97,96.17105944428656,0.14112280924921294,103,75
61,98.49959330503205,0.891259355497994,113,61
66,91.96245716706166,-0.114125756531128,117,67
77,91.25549789898477,0.1985871326209574,137,89
86,99.63479947474328,-0.047323413011267634,121,66
93,91.08044559376407,0.8656924427205983,126,60
86,94.7849107010719,-0.8478305464689855,99,63
76,95.85563728793302,0.00223940165069636,138,70
102,95.41374420907438,0.37390488277087663,134,79
118,90.86032157032943,0.5838130768444738,137,66
103,90.57026914003619,0.16603729488827268,98,77
118,91.05483427461036,0.817835488242908,113,63
110,95.85587683872612,0.8839828937677434,125,76
113,95.44344887634321,-0.871361553612833,118,88
83,92.33740792036744,-0.19525892091725128,118,88
84,96.37774141845591,-0.9530819565576911,137,70
66,98.20067502055649,-0.34116668525111415,112,70
111,90.41578959846593,0.07373643594120427,116,79
65,94.98129943548042,0.8215898610198977,120,70
112,96.89310412102691,0.6931086449308057,132,74
83,92.52311927069687,-0.7450005466560286,96,73
92,93.0777090529315,-0.8139392505182086,138,76
108,96.13637902989385,0.17853467751333407,134,61
88,98.97935293443737,0.06423594491756535,93,77
102,98.09924420302899,-0.4672447171399523,103,75
81,95.83130219099584,0.7989061691076704,131,71
85,97.30221717757249,0.8547328189231069,131,69
87,93.64822470207798,-0.19477712331967467,99,87
109,96.40965528098758,0.7806051142270405,133,75
80,94.66181591127557,-0.23210221147405474,123,62
108,91.89936136457561,0.4736336636594003,115,67
66,97.01738273877257,-0.04811556490455171,112,86
76,95.56464637348822,-0.754833686985634,98,81
79,93.58621581953591,0.855868402474043,126,81
100,99.11339190078631,-0.09180681324492679,97,84
108,90.20934117826734,0.4689740806448073,103,83
79,93.15773151249496,-0.2656523711374157,96,61
113,90.56881397777647,-0.9622382428475307,96,81
81,97.66527316221627,-0.7989392826163282,98,60
87,97.02107454113792,-0.007561041020151205,92,88
99,93.31352218736318,0.3799287142527248,103,73
108,96.75662902207073,-0.33052934684144186,106,84
66,93.9593722619595,0.3909769183553007,139,63
60,97.56253791422435,0.39727117886391206,133,63
91,94.54183662736706,0.4078718146556617,111,68
72,94.12279727831665,-0.014956291958983181,135,62
89,99.347299154883,0.829772300243008,115,64
82,92.508790998907,-0.021606964038768828,117,60
110,91.20447339996565,-0.09946961300672363,134,81
118,95.84543113259458,-0.601238361978746,103,78
115,99.69321812284178,-0.384689825287327,98,60
78,93.77839213727187,-0.9153310149633933,115,69
91,90.62036763628781,0.26707058723234045,91,81
89,93.39305267309567,-0.5029285121458142,100,89
88,95.05931654319558,-0.3916894910290698,106,71
108,91.61923006632213,0.5416290433286424,123,69
104,96.58102218056491,-0.34555763367709225,108,61
88,99.97749389010201,-0.5156082159737156,128,75
89,94.51739475981444,-0.6618845017325885,107,67
75,93.54728556730213,0.5497168043639118,102,73
99,94.00704166834467,-0.7405874840199462,94,88
78,91.15146178395202,-0.09249247949929296,139,74
77,98.83273601426224,0.013860232154388807,112,75
60,94.14825655521352,0.3747798253714292,113,70
73,93.87274411424842,0.26656696466599095,118,71
110,96.59690272930474,0.6214413458903496,137,61
106,94.42033420931124,-0.9104971321475237,136,63
109,96.48233468807847,-0.4071185504412056,97,89
61,90.61446290130787,-0.4397317624492405,115,62
113,98.13723343722228,-0.7079661888157835,104,68
87,99.40503952879402,-0.42164349228711373,90,77
108,96.48765386159386,-0.38046937171419315,117,78
109,99.54565928858811,0.043768923854956565,138,66
89,91.51432314369963,0.3274089578525121,136,63
97,94.77416189480354,-0.23779897277637185,135,65
110,96.01806733945448,0.43894046262676234,103,78
63,95.81736647421187,-0.32766932284084005,131,60
60,94.01461779089043,-0.4194326453704793,123,75
67,93.38084409366262,0.08237611171404868,120,70
88,91.26824022550419,-0.9525672793884188,95,81
114,93.91742450562278,-0.8404217527319993,138,63
98,91.62660815105485,-0.1640609128269459,94,77
62,97.34365676492219,0.885825422783513,120,82
91,92.0883093549459,0.44302355968684726,126,85
69,90.58565305284534,-0.8237468609988845,104,88
69,95.52366137817235,0.6926360255617474,104,87
78,95.95229732719402,0.464601541216362,132,88
105,98.71913061280506,0.22189305140530635,94,64
93,95.76981612417681,0.6405859212183547,117,81
119,93.45480853723446,-0.1917803045140858,122,65
92,98.03011881526321,-0.5569978982922945,100,89
82,95.40278893187421,0.02404677821751866,132,84
114,90.79280284631191,0.09768351118694762,95,87
87,95.65850560313247,0.07665274401982414,112,61
91,99.08018545421662,0.13014758296021056,129,71
109,93.9631262549822,0.8974098364783616,91,81
66,92.963258018998,0.8044912461924627,104,68
88,91.4346945701802,0.7514340731178788,112,87
67,91.51445521935358,0.6028336218172543,111,79
60,94.32771484341819,0.8868562145305707,98,88
116,95.9567982416153,-0.8030107166411935,136,71
114,90.80615405169601,-0.469753477108521,129,88
62,99.39568589025166,-0.009888108690830233,119,72
83,97.55133617445196,0.6930689862468105,105,86
82,95.86623918283662,0.010331423045464971,135,81
118,98.2843867093899,0.4960694786831774,136,82
67,90.80186756812114,-0.7220801895021676,119,76
113,94.76838877733124,-0.49517237404687964,134,64
116,96.30093126861664,0.46355219007534476,98,79
106,98.28652906118289,-0.6705319822245519,90,72
96,97.83469560049268,-0.2972881306901465,127,88
62,92.770692497134,-0.47026748437285715,97,72
110,99.40880169559205,-0.30027661155504304,107,69
92,91.2434584143087,0.4166480981559406,116,74
87,98.75133618621152,-0.26430563771439797,107,74
106,99.70940249604618,0.1105266452158804,121,77
67,91.77153523222626,-0.8001362458911807,138,77
93,97.22066064203786,0.6100353864692556,121,61
94,90.40285518777999,-0.2602227487037503,137,82
91,94.05422825139155,0.2970683180666849,134,70
83,95.16283299197674,0.4507792033236653,125,72
73,95.80645225909635,-0.5806781557765992,125,70
91,99.3593724824856,0.7693499699066999,110,63
115,96.72250687294195,0.23244850321390587,135,74
105,94.81277951219236,-0.14254971649703707,121,81
102,98.0967503626589,-0.6353296328435609,120,82
